names,overview,TV_Movie,Adventure,Comedy,Fantasy,Romance,Family,History,Documentary,War,Crime,Drama,Horror,Thriller,Animation,Action,Science_Fiction,Mystery,Western,Music
Little Boy,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Point Break,"In Los Angeles, a gang of bank robbers who call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. Believing that the members of the gang could be surfers, the F.B.I. sends young agent Johnny Utah to the beach undercover to mix with the surfers and gather information.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Haywire,A black ops soldier seeks payback after she is betrayed and left for dead.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Lupin the Third: Jigen's Gravestone,"Lupin & Jigen have their sights set on a treasure called the Little Comet, which is located in the heavily fortified country of East Doroa. During the heist, Jigen is almost killed by a sniper named Yael Okuzaki. His specialty is preparing tombstones for his targets before executing them. It's said that no one can survive after Yael makes their tombstone.",0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
The Man from Toronto,"In a case of mistaken identity, the world’s deadliest assassin, known as the Man from Toronto, and a New York City screw-up are forced to team up after being confused for each other at a rental cabin.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Doraemon: Nobita and the Kingdom of Clouds,"Doraemon launches its ecological adventure to save Earth from a terrible threat with Nobita and his whole gang. This time Doraemon used his inventions to create, along with Nobita, his own world in the sky, a giant cloud. During their journey to the cloud are alien beings who seek to destroy civilization to chasten humans for their lack of commitment to the environment. Doraemon and the gang must find allies and convince the people of the clouds on Earth that there are people who fight for nature. In his adventure, meet good friends, raffled countless dangers, will encounter prehistoric animals and will give everything to defend our planet.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sonic the Hedgehog: The Movie,Sonic's arch nemesis Dr. Robotnik has been banished from the Land of Darkness by an evil Metal Robotnik. The devious doctor tells Sonic that the Robot Generator has been sabotaged and will blow Planet Freedom to kingdom come. But it's not until the President's beautiful daughter Sara turns on the charm that Sonic springs into action.,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Aliens vs Predator: Requiem,"The iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever—in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms—the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
The Wanderers,The streets of the Bronx are owned by '60s youth gangs where the joy and pain of adolescence is lived. Philip Kaufman tells his take on the novel by Richard Price about the history of the Italian-American gang ‘The Wanderers.’,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Crush,"When an aspiring young artist is forced to join her high school track team, she uses it as an opportunity to pursue the girl she's been harboring a long-time crush on. But she soon finds herself falling for an unexpected teammate and discovers what real love feels like.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea Pig 2: Flower of Flesh and Blood,"A woman walking home late at night is attacked by an unknown assailant who knocks her out with chloroform. When she regains consciousness, she finds herself tied to a bed in a blood- spattered dungeon, at the mercy of a white-faced man in a samurai helmet who wants to turn her into a ""flower of blood and flesh."" He then proceeds to slowly dismember and disembowel her as the camera records it all.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hollywood Chainsaw Hookers,"Los Angeles private eye Jack Chandler is hired by a worried mother to find her missing runaway daughter, Samantha. As Chandler searches for her whereabouts, he uncovers an evil cult that worships an Egyptian god, whose followers commit human sacrifices with chainsaws to appease their deity. He soon learns that Samantha has revenge in store for the cult leader and his bevy of blood-thirsty, chainsaw-wielding hookers.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
War for the Planet of the Apes,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
All the Money in the World,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
21,"Ben Campbell is a young, highly intelligent, student at M.I.T. who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine to become a doctor, Ben learns that he cannot afford the $300,000 tuition as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor to  a small but secretive club.  Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa in to count cards at blackjack.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Bad Moms,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time to Hunt,"Four young men want to leave their dystopian world behind and go to a distant paradise to execute a money robbery, a daring act that will have unexpected consequences.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Infiesto,"As the coronavirus upends their lives, two detectives doggedly pursue those responsible for an abduction they realize is part of a sinister pattern.",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Beverly Hills Cop,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Lucid Dream,"Dae-ho, an investigative journalist, seeks to track down the whereabouts of his son who was abducted three years ago. With the help of a detective and a psychiatrist friend, he will retrace his memory of the incident through the use of lucid dreaming techniques.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Taxi,A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Scooby-Doo! Camp Scare,Scooby and the gang experience outdoor fun as they go back to Fred's old summer camp.,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Toxic,"In the middle of a mysterious insomnia epidemic that slowly takes on catastrophic dimensions, Laura (39) and Augusto (42) flee the city in their motorhome to get away from the chaos. As they move down the route, the world becomes an increasingly strange and dangerous place. Finally, Laura reveals a story that changes everything. The road is depopulating, the silence grows and it is increasingly difficult to differentiate the reality from the dream.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Mission,"When a Spanish Jesuit goes into the South American wilderness to build a mission in the hope of converting the Indians of the region, a slave hunter is converted and joins his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portuguese aggressors.",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Ghost in the Shell Arise - Border 2: Ghost Whispers,"Freed of her responsibilities with the 501 Organization, Motoko Kusanagi must now learn how to take orders from Aramaki. Someone hacks the Logicomas, and Batou enlists the help of former army intelligence officer Ishikawa and former air artillery expert Borma. Kusanagi also seeks to enlist ace sniper Saito and undercover cop Paz into the new Public Security Section 9.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Flatliners,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Song for Marion,"Arthur is a grumpy pensioner who can't understand why his wife Marion would want to embarrass herself singing silly songs with her unconventional local choir. But choir director Elizabeth sees something special in the reluctant Arthur and refuses to give up on him. As she coaxes him out of his shell, Arthur realizes that it is never too late to change.",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
An Affair: My Wife's Friend,"The wife's friend fills in for the wife on lonely nights!  Hyun-joo quits her job and gets kicked out of the house she can't pay for. In the end, she stays at Hye-jin's while she looks for a job.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malena,"During WWII, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8MM,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
The Fighter,"Boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Below,"In the dark silence of the sea during World War II, the submarine USS Tiger Shark prowls on what should be a routine rescue mission. But for the shell-shocked crew, trapped together in the sub's narrow corridors and constricted spaces, this is about to become a journey into the sensory delusions, mental deceptions and runaway fears that lurk just below the surface of the ocean.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
The Whole Truth,"When two siblings stumble on a strange hole in the wall of their grandparents' house, horrifying incidents reveal sinister secrets about their family.",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Everly,"After she betrays a powerful mob boss, a woman matches wits and weaponry with a legion of killers who are out to collect the bounty on the heads of her and her family.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Arctic Apocalypse,"A massive influx of glacial melting triggers a new ice age in the Northern Hemisphere, forcing a family to make their way across the ice-covered landscape before they are frozen out for good.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Obsessed,"Things couldn't be better for Derek Charles. He's just received a big promotion at work, and has a wonderful marriage with his beautiful wife, Sharon. However, into this idyllic world steps Lisa, a temporary worker at Derek's office. Lisa begins to stalk Derek, jeopardizing all he holds dear.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Mannequin,"Jonathan Switcher, an unemployed artist, finds a job as an assistant window dresser for a department store. When Jonathan happens upon a beautiful mannequin he previously designed, she springs to life and introduces herself as Emmy, an Egyptian under an ancient spell. Despite interference from the store's devious manager, Jonathan and his mannequin fall in love while creating eye-catching window displays to keep the struggling store in business.",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
